iter	Passed	Remaining
306	13276	51593
307	13323	51563
308	13367	51522
309	13414	51493
310	13457	51450
311	13504	51421
312	13546	51371
313	13583	51305
314	13625	51256
315	13668	51212
316	13711	51168
317	13750	51110
318	13791	51057
319	13835	51019
320	13877	50970
321	13917	50914
322	13960	50871
323	14000	50817
324	14047	50788
325	14088	50734
326	14127	50679
327	14173	50643
328	14216	50599
329	14257	50550
330	14300	50506
331	14340	50452
332	14381	50401
333	14425	50360
334	14471	50325
335	14512	50274
336	14555	50232
337	14594	50173
338	14636	50126
339	14679	50083
340	14719	50029
341	14759	49973
342	14801	49928
343	14842	49878
344	14884	49831
345	14929	49793
346	14970	49743
347	15009	49687
348	15048	49630
349	15089	49579
350	15128	49524
351	15169	49473
352	15212	49429
353	15257	49392
354	15298	49341
355	15339	49292
356	15380	49242
357	15422	49198
358	15462	49145
359	15504	49096
360	15545	49046
361	15588	49006
362	15630	48958
363	15671	48908
364	15715	48867
365	15757	48821
366	15797	48768
367	15836	48715
368	15878	48668
369	15919	48619
370	15963	48577
371	16006	48534
372	16044	48476
373	16086	48432
374	16128	48384
375	16170	48339
376	16212	48293
377	16253	48245
378	16293	48192
379	16335	48147
380	16379	48106
381	16417	48048
382	16459	48002
383	16498	47948
384	16541	47906
385	16580	47852
386	16621	47802
387	16660	47748
388	16701	47700
389	16742	47652
390	16783	47602
391	16822	47549
392	16866	47510
393	16911	47471
394	16954	47428
395	16994	47379
396	17034	47327
397	17075	47278
398	17115	47229
399	17157	47182
400	17198	47135
401	17238	47085
402	17279	47037
403	17320	46987
404	17363	46946
405	17405	46899
406	17445	46851
407	17487	46805
408	17526	46750
409	17563	46693
410	17600	46634
411	17637	46577
412	17678	46529
413	17719	46480
414	17756	46424
415	17793	46366
416	17832	46314
417	17880	46283
418	17919	46232
419	17964	46195
420	18008	46154
421	18052	46113
422	18094	46070
423	18135	46022
424	18176	45976
425	18220	45936
426	18263	45894
427	18304	45845
428	18344	45796
429	18387	45756
430	18428	45708
431	18469	45661
432	18510	45613
433	18550	45564
434	18588	45509
435	18632	45471
436	18670	45415
437	18709	45363
438	18749	45314
439	18789	45265
440	18831	45220
441	18873	45176
442	18926	45157
443	18972	45122
444	19024	45102
445	19071	45069
446	19112	45024
447	19154	44979
448	19199	44941
449	19250	44918
450	19298	44888
451	19341	44844
452	19381	44796
453	19419	44741
454	19462	44699
455	19502	44651
456	19543	44603
457	19584	44557
458	19626	44511
459	19668	44467
460	19707	44417
461	19759	44395
462	19812	44374
463	19863	44350
464	19916	44330
465	19968	44308
466	20014	44272
467	20066	44248
468	20107	44201
469	20151	44162
470	20202	44137
471	20261	44129
472	20308	44094
473	20357	44064
474	20410	44042
475	20456	44006
476	20495	43955
477	20536	43907
478	20579	43865
479	20619	43816
480	20663	43775
481	20711	43742
482	20753	43698
483	20797	43658
484	20838	43610
485	20882	43570
486	20928	43531
487	20979	43507
488	21035	43489
489	21085	43462
490	21136	43434
491	21182	43398
492	21229	43364
493	21275	43326
494	21322	43291
495	21365	43247
496	21407	43203
497	21456	43170
498	21494	43118
499	21536	43072
500	21584	43039
501	21625	42992
502	21670	42954
503	21713	42910
504	21756	42867
505	21800	42826
506	21843	42782
507	21884	42735
508	21927	42692
509	21971	42649
510	22015	42608
511	22053	42556
512	22094	42510
513	22135	42461
514	22176	42415
515	22218	42369
516	22262	42329
517	22302	42279
518	22347	42239
519	22387	42192
520	22433	42154
521	22474	42107
522	22514	42057
523	22555	42011
524	22595	41963
525	22639	41921
526	22683	41880
527	22723	41832
528	22766	41789
529	22805	41738
530	22848	41694
531	22890	41650
532	22930	41601
533	22972	41556
534	23013	41510
535	23054	41464
536	23102	41428
537	23145	41386
538	23187	41341
539	23233	41303
540	23273	41255
541	23311	41203
542	23350	41154
543	23394	41111
544	23435	41065
545	23477	41021
546	23520	40978
547	23560	40929
548	23597	40875
549	23633	40821
550	23670	40769
551	23708	40716
552	23749	40670
553	23786	40617
554	23825	40567
555	23867	40522
556	23906	40474
557	23949	40430
558	23991	40385
559	24027	40331
560	24069	40286
561	24109	40239
562	24150	40193
563	24189	40144
564	24233	40102
565	24275	40058
566	24319	40017
567	24361	39973
568	24397	39919
569	24435	39867
570	24476	39822
571	24517	39776
572	24559	39732
573	24598	39683
574	24636	39632
575	24673	39580
576	24716	39537
577	24760	39496
578	24798	39446
579	24838	39399
580	24874	39344
581	24912	39295
582	24953	39248
583	24991	39199
584	25031	39151
585	25067	39099
586	25105	39047
587	25145	39001
588	25188	38958
589	25229	38913
590	25267	38863
591	25305	38813
592	25348	38771
593	25389	38724
594	25425	38672
595	25464	38624
596	25505	38578
597	25546	38533
598	25584	38483
599	25623	38435
600	25664	38389
601	25701	38339
602	25745	38297
603	25782	38246
604	25820	38197
605	25861	38152
606	25900	38104
607	25941	38058
608	25981	38012
609	26018	37961
610	26055	37909
611	26095	37864
612	26139	37823
613	26178	37774
614	26221	37733
615	26264	37691
616	26303	37642
617	26347	37602
618	26392	37563
619	26435	37521
620	26480	37481
621	26525	37442
622	26569	37401
623	26611	37358
624	26657	37320
625	26704	37283
626	26753	37249
627	26790	37199
628	26832	37155
629	26877	37116
630	26918	37072
631	26963	37031
632	27003	36986
633	27043	36940
634	27085	36896
635	27128	36854
636	27171	36811
637	27214	36768
638	27256	36725
639	27294	36677
640	27333	36629
641	27376	36586
642	27413	36537
643	27456	36495
644	27497	36450
645	27542	36410
646	27588	36372
647	27629	36327
648	27669	36281
649	27713	36240
650	27755	36197
651	27799	36155
652	27840	36111
653	27880	36065
654	27923	36023
655	27967	35982
656	28013	35944
657	28052	35897
658	28099	35859
659	28142	35818
660	28181	35770
661	28219	35722
662	28260	35677
663	28296	35626
664	28335	35579
665	28377	35536
666	28420	35493
667	28461	35449
668	28500	35402
669	28540	35356
670	28581	35310
671	28620	35264
672	28663	35223
673	28703	35176
674	28743	35131
675	28781	35082
676	28822	35038
677	28861	34991
678	28901	34945
679	28942	34901
680	28988	34862
681	29027	34816
682	29068	34771
683	29110	34727
684	29151	34683
685	29199	34647
686	29247	34611
687	29296	34577
688	29345	34541
689	29390	34502
690	29433	34459
691	29475	34416
692	29514	34370
693	29555	34325
694	29599	34284
695	29642	34242
696	29685	34199
697	29725	34154
698	29768	34111
699	29816	34075
700	29857	34031
701	29900	33989
702	29947	33952
703	29992	33911
704	30037	33872
705	30084	33834
706	30128	33793
707	30172	33752
708	30216	33710
709	30268	33678
710	30312	33638
711	30358	33599
712	30407	33563
713	30457	33529
714	30502	33488
715	30548	33449
716	30597	33413
717	30643	33375
718	30694	33341
719	30738	33300
720	30789	33266
721	30835	33227
722	30884	33190
723	30936	33158
724	30984	33121
725	31030	33081
726	31070	33036
727	31117	32997
728	31163	32958
729	31207	32917
730	31256	32880
731	31302	32841
732	31345	32799
733	31385	32753
734	31428	32711
735	31473	32670
736	31513	32625
737	31561	32587
738	31614	32555
739	31658	32514
740	31703	32473
741	31751	32436
742	31801	32400
743	31848	32362
744	31895	32324
745	31941	32284
746	31987	32243
747	32027	32199
748	32068	32154
749	32109	32109
750	32150	32065
751	32195	32024
752	32234	31977
753	32275	31933
754	32316	31888
755	32359	31845
756	32398	31799
757	32439	31754
758	32478	31707
759	32516	31660
760	32559	31618
761	32602	31576
762	32645	31533
763	32686	31489
764	32738	31455
765	32784	31414
766	32829	31373
767	32872	31331
768	32918	31291
769	32959	31246
770	33000	31203
771	33039	31156
772	33077	31109
773	33122	31067
774	33164	31025
775	33202	30977
776	33242	30932
777	33283	30888
778	33325	30844
779	33367	30800
780	33411	30759
781	33452	30714
782	33493	30670
783	33531	30623
784	33573	30579
785	33610	30532
786	33650	30486
787	33692	30443
788	33732	30397
789	33773	30353
790	33816	30310
791	33857	30266
792	33901	30225
793	33943	30181
794	33984	30136
795	34025	30093
796	34070	30052
797	34111	30007
798	34154	29965
799	34194	29920
800	34237	29877
801	34277	29832
802	34316	29786
803	34354	29739
804	34400	29699
805	34443	29656
806	34480	29609
807	34519	29563
808	34561	29520
809	34607	29480
810	34647	29435
811	34688	29391
812	34728	29346
813	34767	29300
814	34807	29255
815	34846	29209
816	34890	29167
817	34928	29121
818	34968	29076
819	35011	29033
820	35050	28988
821	35093	28946
822	35138	28904
823	35180	28861
824	35220	28817
825	35267	28777
826	35305	28730
827	35345	28686
828	35383	28639
829	35423	28595
830	35463	28550
831	35505	28506
832	35544	28460
833	35583	28415
834	35622	28370
835	35663	28325
836	35702	28280
837	35738	28232
838	35775	28185
839	35817	28142
840	35855	28095
841	35895	28051
842	35934	28005
843	35974	27961
844	36018	27919
845	36058	27874
846	36096	27828
847	36137	27785
848	36179	27742
849	36221	27698
850	36263	27655
851	36300	27608
852	36337	27562
853	36379	27519
854	36422	27476
855	36467	27435
856	36507	27391
857	36547	27346
858	36585	27300
859	36627	27257
860	36665	27211
861	36702	27164
862	36741	27119
863	36784	27077
864	36823	27032
865	36861	26986
866	36903	26943
867	36945	26900
868	36986	26856
869	37026	26812
870	37067	26768
871	37105	26722
872	37145	26678
873	37185	26634
874	37225	26589
875	37267	26546
876	37309	26503
877	37349	26459
878	37389	26414
879	37434	26374
880	37469	26326
881	37508	26281
882	37551	26239
883	37587	26192
884	37626	26147
885	37665	26102
886	37710	26061
887	37748	26016
888	37786	25970
889	37823	25924
890	37862	25879
891	37902	25834
892	37940	25789
893	37978	25744
894	38019	25700
895	38058	25655
896	38095	25609
897	38134	25564
898	38171	25518
899	38212	25474
900	38248	25428
901	38285	25382
902	38326	25338
903	38366	25294
904	38408	25252
905	38446	25206
906	38484	25161
907	38523	25116
908	38563	25072
909	38603	25028
910	38642	24984
911	38680	24938
912	38719	24893
913	38758	24849
914	38800	24806
915	38838	24761
916	38875	24716
917	38914	24671
918	38956	24628
919	39002	24588
920	39043	24545
921	39079	24499
922	39127	24460
923	39176	24421
924	39225	24383
925	39268	24341
926	39307	24296
927	39346	24252
928	39388	24209
929	39430	24166
930	39470	24123
931	39511	24079
932	39552	24036
933	39589	23990
934	39628	23946
935	39669	23903
936	39709	23859
937	39749	23815
938	39786	23770
939	39823	23724
940	39863	23681
941	39907	23639
942	39952	23598
943	39991	23554
944	40031	23510
945	40074	23468
946	40112	23423
947	40153	23380
948	40192	23336
949	40230	23291
950	40269	23247
951	40307	23202
952	40346	23158
953	40387	23114
954	40427	23071
955	40466	23027
956	40503	22981
957	40545	22938
958	40580	22892
959	40618	22848
960	40659	22804
961	40695	22759
962	40732	22713
963	40773	22670
964	40811	22625
965	40854	22584
966	40896	22541
967	40940	22500
968	40987	22460
969	41030	22418
970	41075	22378
971	41114	22333
972	41156	22291
973	41195	22247
974	41235	22203
975	41282	22163
976	41322	22120
977	41362	22076
978	41408	22036
979	41455	21996
980	41496	21954
981	41541	21912
982	41588	21873
983	41632	21831
984	41683	21793
985	41729	21753
986	41773	21712
987	41818	21671
988	41863	21630
989	41904	21587
990	41947	21545
991	41985	21500
992	42029	21459
993	42072	21417
994	42114	21374
995	42156	21331
996	42197	21289
997	42235	21244
998	42276	21201
999	42316	21158
1000	42356	21114
1001	42400	21073
1002	42442	21030
1003	42481	20986
1004	42524	20944
1005	42568	20903
1006	42613	20862
1007	42656	20820
1008	42696	20776
1009	42739	20735
1010	42778	20691
1011	42821	20648
1012	42865	20607
1013	42910	20566
1014	42948	20522
1015	42987	20478
1016	43029	20435
1017	43068	20391
1018	43108	20348
1019	43150	20306
1020	43190	20262
1021	43229	20219
1022	43270	20175
1023	43309	20131
1024	43350	20089
1025	43393	20047
1026	43432	20003
1027	43474	19960
1028	43516	19918
1029	43559	19876
1030	43600	19833
1031	43640	19790
1032	43681	19747
1033	43720	19704
1034	43763	19661
1035	43803	19618
1036	43843	19575
1037	43889	19534
1038	43927	19490
1039	43966	19446
1040	44004	19402
1041	44044	19359
1042	44081	19314
1043	44118	19270
1044	44157	19226
1045	44194	19181
1046	44233	19138
1047	44275	19096
1048	44318	19053
1049	44355	19009
1050	44393	18965
1051	44429	18920
1052	44469	18877
1053	44509	18834
1054	44549	18791
1055	44588	18747
1056	44628	18704
1057	44667	18660
1058	44708	18617
1059	44748	18574
1060	44786	18530
1061	44825	18487
1062	44869	18445
1063	44909	18402
1064	44946	18358
1065	44987	18315
1066	45026	18272
1067	45066	18228
1068	45105	18185
1069	45142	18141
1070	45182	18098
1071	45226	18056
1072	45265	18013
1073	45301	17968
1074	45338	17924
1075	45378	17881
1076	45416	17837
1077	45455	17794
1078	45500	17753
1079	45543	17711
1080	45583	17668
1081	45623	17625
1082	45665	17583
1083	45700	17538
1084	45740	17495
1085	45779	17451
1086	45817	17408
1087	45856	17364
1088	45894	17321
1089	45934	17277
1090	45972	17234
1091	46010	17190
1092	46048	17147
1093	46085	17103
1094	46124	17059
1095	46162	17016
1096	46199	16972
1097	46239	16929
1098	46281	16886
1099	46322	16844
1100	46357	16799
1101	46397	16756
1102	46439	16714
1103	46480	16672
1104	46518	16628
1105	46553	16584
1106	46592	16540
1107	46632	16498
1108	46674	16456
1109	46711	16412
1110	46753	16369
1111	46796	16328
1112	46839	16286
1113	46881	16244
1114	46923	16202
1115	46959	16157
1116	46997	16114
1117	47035	16071
1118	47074	16028
1119	47111	15984
1120	47147	15940
1121	47187	15897
1122	47229	15855
1123	47272	15813
1124	47310	15770
1125	47347	15726
1126	47386	15683
1127	47426	15640
1128	47466	15597
1129	47505	15554
1130	47541	15510
1131	47584	15469
1132	47624	15426
1133	47663	15383
1134	47702	15340
1135	47746	15298
1136	47789	15257
1137	47830	15214
1138	47868	15171
1139	47910	15129
1140	47947	15086
1141	47990	15044
1142	48029	15001
1143	48066	14957
1144	48101	14913
1145	48143	14871
1146	48180	14828
1147	48222	14785
1148	48263	14743
1149	48302	14700
1150	48340	14657
1151	48382	14615
1152	48423	14573
1153	48465	14531
1154	48506	14488
1155	48545	14445
1156	48584	14403
1157	48621	14359
1158	48656	14315
1159	48696	14273
1160	48742	14232
1161	48785	14190
1162	48822	14147
1163	48858	14103
1164	48898	14060
1165	48936	14017
1166	48973	13974
1167	49011	13931
1168	49050	13888
1169	49090	13846
1170	49131	13803
1171	49171	13761
1172	49209	13718
1173	49251	13676
1174	49291	13633
1175	49333	13591
1176	49371	13548
1177	49407	13505
1178	49445	13462
1179	49485	13419
1180	49527	13377
1181	49568	13335
1182	49607	13293
1183	49648	13250
1184	49693	13209
1185	49734	13167
1186	49775	13125
1187	49811	13081
1188	49850	13039
1189	49889	12996
1190	49927	12953
1191	49965	12910
1192	50003	12867
1193	50040	12824
1194	50080	12781
1195	50117	12738
1196	50156	12696
1197	50196	12653
1198	50235	12611
1199	50275	12568
1200	50317	12526
1201	50355	12484
1202	50396	12441
1203	50434	12399
1204	50474	12356
1205	50514	12314
1206	50552	12271
1207	50589	12228
1208	50627	12185
1209	50669	12144
1210	50709	12101
1211	50749	12059
1212	50787	12016
1213	50826	11973
1214	50868	11932
1215	50905	11889
1216	50942	11846
1217	50982	11803
1218	51020	11761
1219	51062	11719
1220	51100	11676
1221	51137	11633
1222	51176	11591
1223	51215	11548
1224	51262	11507
1225	51304	11466
1226	51344	11423
1227	51385	11381
1228	51426	11339
1229	51464	11297
1230	51509	11255
1231	51553	11214
1232	51595	11172
1233	51638	11131
1234	51682	11089
1235	51725	11048
1236	51765	11005
1237	51803	10963
1238	51841	10920
1239	51883	10878
1240	51923	10836
1241	51964	10794
1242	52005	10752
1243	52052	10711
1244	52092	10669
1245	52131	10627
1246	52169	10584
1247	52208	10542
1248	52246	10499
1249	52285	10457
1250	52324	10414
1251	52363	10372
1252	52409	10331
1253	52448	10288
1254	52489	10246
1255	52527	10204
1256	52568	10162
1257	52615	10121
1258	52658	10080
1259	52698	10037
1260	52742	9996
1261	52782	9954
1262	52826	9912
1263	52872	9871
1264	52912	9829
1265	52954	9787
1266	52997	9746
1267	53036	9703
1268	53075	9661
1269	53113	9618
1270	53151	9576
1271	53193	9534
1272	53233	9492
1273	53274	9450
1274	53312	9408
1275	53354	9366
1276	53394	9324
1277	53435	9282
1278	53479	9240
1279	53521	9198
1280	53558	9156
1281	53601	9114
1282	53642	9072
1283	53681	9030
1284	53723	8988
1285	53763	8946
1286	53806	8905
1287	53846	8863
1288	53890	8821
1289	53930	8779
1290	53973	8737
1291	54018	8696
1292	54056	8654
1293	54098	8612
1294	54136	8569
1295	54174	8527
1296	54216	8485
1297	54258	8443
1298	54300	8402
1299	54340	8360
1300	54386	8318
1301	54429	8277
1302	54470	8235
1303	54510	8193
1304	54553	8151
1305	54594	8109
1306	54636	8068
1307	54676	8025
1308	54717	7984
1309	54756	7941
1310	54795	7899
1311	54833	7857
1312	54868	7814
1313	54908	7772
1314	54948	7730
1315	54987	7688
1316	55027	7646
1317	55065	7603
1318	55103	7561
1319	55142	7519
1320	55180	7477
1321	55219	7434
1322	55261	7393
1323	55302	7351
1324	55341	7309
1325	55381	7267
1326	55417	7224
1327	55457	7182
1328	55499	7140
1329	55540	7099
1330	55579	7057
1331	55622	7015
1332	55662	6973
1333	55701	6931
1334	55742	6889
1335	55782	6847
1336	55822	6805
1337	55862	6763
1338	55902	6721
1339	55944	6679
1340	55984	6638
1341	56022	6595
1342	56062	6553
1343	56103	6512
1344	56145	6470
1345	56190	6428
1346	56232	6387
1347	56271	6345
1348	56314	6303
1349	56357	6261
1350	56401	6220
1351	56441	6178
1352	56479	6136
1353	56517	6094
1354	56559	6052
1355	56595	6010
1356	56634	5968
1357	56672	5925
1358	56718	5884
1359	56762	5843
1360	56807	5801
1361	56850	5760
1362	56888	5718
1363	56927	5676
1364	56963	5633
1365	57000	5591
1366	57039	5549
1367	57077	5507
1368	57115	5465
1369	57155	5423
1370	57194	5381
1371	57231	5339
1372	57271	5297
1373	57306	5255
1374	57345	5213
1375	57381	5171
1376	57417	5128
1377	57456	5086
1378	57495	5044
1379	57533	5002
1380	57572	4960
1381	57612	4919
1382	57652	4877
1383	57690	4835
1384	57727	4793
1385	57769	4751
1386	57809	4709
1387	57852	4668
1388	57889	4626
1389	57929	4584
1390	57966	4542
1391	58005	4500
1392	58045	4458
1393	58085	4416
1394	58123	4374
1395	58159	4332
1396	58196	4290
1397	58235	4248
1398	58275	4207
1399	58314	4165
1400	58354	4123
1401	58392	4081
1402	58433	4039
1403	58474	3998
1404	58514	3956
1405	58554	3914
1406	58594	3872
1407	58637	3831
1408	58680	3789
1409	58719	3748
1410	58759	3706
1411	58801	3664
1412	58844	3623
1413	58886	3581
1414	58928	3539
1415	58974	3498
1416	59013	3456
1417	59051	3414
1418	59098	3373
1419	59142	3331
1420	59180	3290
1421	59224	3248
1422	59267	3207
1423	59308	3165
1424	59354	3123
1425	59401	3082
1426	59447	3041
1427	59488	2999
1428	59534	2957
1429	59575	2916
1430	59618	2874
1431	59658	2832
1432	59701	2791
1433	59742	2749
1434	59781	2707
1435	59820	2666
1436	59859	2624
1437	59900	2582
1438	59939	2540
1439	59981	2499
1440	60017	2457
1441	60056	2415
1442	60100	2374
1443	60146	2332
1444	60186	2290
1445	60225	2249
1446	60264	2207
1447	60304	2165
1448	60348	2124
1449	60391	2082
1450	60434	2040
1451	60472	1999
1452	60512	1957
1453	60554	1915
1454	60594	1874
1455	60636	1832
1456	60676	1790
1457	60715	1749
1458	60756	1707
1459	60795	1665
1460	60835	1623
1461	60878	1582
1462	60915	1540
1463	60953	1498
1464	60989	1457
1465	61027	1415
1466	61070	1373
1467	61111	1332
1468	61148	1290
1469	61189	1248
1470	61229	1207
1471	61267	1165
1472	61305	1123
1473	61346	1082
1474	61383	1040
1475	61420	998
1476	61459	957
1477	61498	915
1478	61537	873
1479	61580	832
1480	61620	790
1481	61660	748
1482	61700	707
1483	61740	665
1484	61776	624
1485	61814	582
1486	61855	540
1487	61897	499
1488	61933	457
1489	61969	415
1490	62011	374
1491	62052	332
1492	62094	291
1493	62130	249
1494	62168	207
1495	62204	166
1496	62242	124
1497	62279	83
1498	62319	41
1499	62361	0
