iter	MultiClass
221	0.2622220561
222	0.2614759823
223	0.2606087377
224	0.2596456127
225	0.2587956306
226	0.2581492509
227	0.2574251148
228	0.2567183089
229	0.2559315504
230	0.2551773898
231	0.2544366045
232	0.2538216842
233	0.2530400141
234	0.2522645306
235	0.251569388
236	0.2509485887
237	0.2504076907
238	0.249759896
239	0.2488504326
240	0.2483331759
241	0.2477309195
242	0.2470418711
243	0.2464132958
244	0.2457614476
245	0.2452754975
246	0.2447273964
247	0.2442459429
248	0.2435915722
249	0.2428946334
250	0.2423494564
251	0.2418863035
252	0.241401592
253	0.2407748395
254	0.2404439546
255	0.2397822353
256	0.2391755883
257	0.2387216352
258	0.2381061282
259	0.2375431194
260	0.2369988917
261	0.2363824376
262	0.2357554798
263	0.2351272513
264	0.2344442157
265	0.2339038161
266	0.2333249474
267	0.2330210795
268	0.2324803447
269	0.2320559061
270	0.2315973653
271	0.2311557876
272	0.2307615394
273	0.2302500754
274	0.2296932396
275	0.2293379441
276	0.2288232094
277	0.2282684624
278	0.2277412844
279	0.2272923741
280	0.2267712498
281	0.2262455354
282	0.2257041019
283	0.2252548357
284	0.2248085122
285	0.2242542188
286	0.2237837099
287	0.2232739544
288	0.2227915786
289	0.2223676352
290	0.2217731499
291	0.2212945185
292	0.220785112
293	0.2202462427
294	0.2198342883
295	0.219257815
296	0.218859413
297	0.2184271369
298	0.218099575
299	0.2177880798
300	0.2173875391
301	0.2167932624
302	0.2163415831
303	0.2156846276
304	0.2154302481
305	0.2150590503
306	0.2146251995
307	0.2142563416
308	0.213866159
309	0.2133253435
310	0.2129057129
311	0.2123438192
312	0.2119876652
313	0.211740162
314	0.2113196861
315	0.2109311273
316	0.2105659871
317	0.2102012066
318	0.2097840528
319	0.2094334826
320	0.209070919
321	0.2087585436
322	0.2083985855
323	0.208000275
324	0.2074916697
325	0.2070361431
326	0.2065971881
327	0.2062390094
328	0.2058024462
329	0.2055546272
330	0.205155949
331	0.2049590336
332	0.2046247869
333	0.2042605125
334	0.2038923544
335	0.2035658831
336	0.2032006184
337	0.2028793266
338	0.2024147425
339	0.202091511
340	0.2017882032
341	0.2014823266
342	0.2011510239
343	0.2008202118
344	0.2003988754
345	0.1998972368
346	0.1996532626
347	0.199423651
348	0.1991498622
349	0.1987990239
350	0.1984420571
351	0.1980397067
352	0.1977303033
353	0.1974549451
354	0.1971191281
355	0.1968250278
356	0.1965971224
357	0.1962486686
358	0.1959030239
359	0.1955880421
360	0.1952995337
361	0.1950231292
362	0.194763415
363	0.194466453
364	0.1941561568
365	0.1938621548
366	0.1935988398
367	0.1933099601
368	0.1930103333
369	0.1926861382
370	0.1923838352
371	0.1920426475
372	0.1918249753
373	0.1915025681
374	0.1912060789
375	0.1909355411
376	0.1906266435
377	0.1902847758
378	0.1900511813
379	0.1898731912
380	0.1895649444
381	0.1894156383
382	0.189147736
383	0.1888851014
384	0.1886489008
385	0.1884508623
386	0.1881753779
387	0.1878730901
388	0.1876559157
389	0.1873178503
390	0.1871285407
391	0.1868403606
392	0.1864489971
393	0.1861426821
394	0.1857416599
395	0.1855708269
396	0.1852808719
397	0.1850028648
398	0.1846729317
399	0.1843664333
400	0.1841592723
401	0.1839204162
402	0.1836071267
403	0.183334627
404	0.1830959631
405	0.1828230231
406	0.1826334781
407	0.1823386968
408	0.1820649305
409	0.1818913503
410	0.1817529552
411	0.1815589828
412	0.1813113641
413	0.1811262838
414	0.1809532553
415	0.1807608578
416	0.1805258732
417	0.1801769193
418	0.1798744248
419	0.1795714861
420	0.1793197723
421	0.1790793966
422	0.1788145855
423	0.1785156857
424	0.1782757294
425	0.1779741583
426	0.1777207304
427	0.1775297424
428	0.1773561848
429	0.177064159
430	0.1768323234
431	0.1766207783
432	0.1764423852
433	0.1762438532
434	0.1760559374
435	0.1758318585
436	0.1756838095
437	0.1755288325
438	0.1752877881
439	0.174958321
440	0.1747570753
441	0.1746314506
442	0.1743447756
443	0.1740682726
444	0.1739172111
445	0.1736560979
446	0.1734736425
447	0.1732773056
448	0.1730937441
449	0.1727931733
450	0.1725439689
451	0.172314101
452	0.1721232349
453	0.1720214902
454	0.1718087697
455	0.1716376956
456	0.1714786504
457	0.1713764349
458	0.171191886
459	0.1710066342
460	0.1709295656
461	0.1706126687
462	0.1704175007
463	0.1701636714
464	0.1699674118
465	0.1697955494
466	0.1696291491
467	0.1693047659
468	0.1691479194
469	0.1689913273
470	0.1687289206
471	0.1685164417
472	0.1683810672
473	0.1681007187
474	0.1679433327
475	0.1678237907
476	0.1676931201
477	0.1673882195
478	0.1672134358
479	0.1670622577
480	0.1668565806
481	0.1666659545
482	0.1665078926
483	0.1663216123
484	0.1660861363
485	0.1659696492
486	0.1658680878
487	0.1657210802
488	0.1654739408
489	0.1652863717
490	0.1651396876
491	0.1650602456
492	0.1648118272
493	0.1645577137
494	0.1644433805
495	0.164299578
496	0.1640448664
497	0.163867426
498	0.1637188961
499	0.1635529517
500	0.1633844858
501	0.1632409296
502	0.1630775771
503	0.1629039441
504	0.1627461876
505	0.162417464
506	0.1622925329
507	0.1621821604
508	0.1620003756
509	0.1617250781
510	0.1615667464
511	0.1614447664
512	0.1612552581
513	0.1611394043
514	0.1609331334
515	0.1607597151
516	0.1605930368
517	0.1604291306
518	0.1603038128
519	0.1601734614
520	0.1599609233
521	0.1597906444
522	0.1596739966
523	0.159524943
524	0.1593292918
525	0.1591252269
526	0.1588135336
527	0.1586688808
528	0.1585149808
529	0.1584175925
530	0.1583517073
531	0.1582094886
532	0.1581209819
533	0.1579376947
534	0.1578491448
535	0.1577388326
536	0.1574472433
537	0.1572172768
538	0.1571068292
539	0.1569296573
540	0.15683504
541	0.1567586281
542	0.1566263285
543	0.1563790153
544	0.1561872549
545	0.1559291168
546	0.1557214549
547	0.1555223191
548	0.1553991426
549	0.1553531963
550	0.155249887
551	0.1552281887
552	0.1551154553
553	0.1549851513
554	0.1547703596
555	0.1545054398
556	0.1544039933
557	0.1541268733
558	0.1540282889
559	0.1539154021
560	0.1537460299
561	0.1535782886
562	0.1533938592
563	0.153270057
564	0.1530814359
565	0.1529624087
566	0.1527880484
567	0.1526667455
568	0.1525885048
569	0.152473156
570	0.152425887
571	0.1523304286
572	0.1521812117
573	0.1520200865
574	0.1519375905
575	0.1518688074
576	0.1517529735
577	0.1515793389
578	0.1514116396
579	0.1513137661
580	0.1512591533
581	0.1511229807
582	0.1509312189
583	0.1508748183
584	0.1507215058
585	0.1506775449
586	0.1506425117
587	0.1505191412
588	0.150406623
589	0.1502791658
590	0.1501984185
591	0.1501083368
592	0.1499918608
593	0.1499035667
594	0.1498053709
595	0.1497014561
596	0.1495642256
597	0.1493633319
598	0.1492653494
599	0.1491399759
600	0.1489690834
601	0.148896862
602	0.1488092432
603	0.1487596998
604	0.1486661144
605	0.148506039
606	0.1483649503
607	0.148284078
608	0.1481647825
609	0.1480778065
610	0.1480437635
611	0.1478855421
612	0.147725741
613	0.1476485005
614	0.1475384537
615	0.1473020787
616	0.1472503995
617	0.1471506936
618	0.1470588385
619	0.1469310043
620	0.1468691139
621	0.1467799419
622	0.1467310291
623	0.1466725862
624	0.146537028
625	0.1463123458
626	0.1461706858
627	0.1461046393
628	0.1460053734
629	0.1458512803
630	0.1456914234
631	0.1455206457
632	0.1454789952
633	0.1453958285
634	0.145298403
635	0.1451908799
636	0.1450872759
637	0.1449964826
638	0.144891173
639	0.1448043768
640	0.1447057986
641	0.144572512
642	0.1445302139
643	0.1444732376
644	0.1443748698
645	0.144171783
646	0.1439496943
647	0.1438208229
648	0.1437522757
649	0.1436315436
650	0.1435489621
651	0.14342507
652	0.1433524472
653	0.1432392393
654	0.1431157423
655	0.1429880959
656	0.1428303586
657	0.1427485434
658	0.1425920808
659	0.1425320954
660	0.1424538608
661	0.1423699154
662	0.1423002308
663	0.1422346741
664	0.1420860541
665	0.1419104878
666	0.1417805896
667	0.1416638585
668	0.1415693048
669	0.1414997599
670	0.141374975
671	0.1411887372
672	0.1410425407
673	0.1409077347
674	0.140813436
675	0.1407092962
676	0.1405600647
677	0.1404377152
678	0.1403408142
679	0.1401858612
680	0.1401030548
681	0.1400387502
682	0.1399618367
683	0.1398993564
684	0.1398410125
685	0.1397689646
686	0.1396684164
687	0.1395459805
688	0.1394049956
689	0.1393400943
690	0.1393035742
691	0.1392107414
692	0.1391511693
693	0.1390399088
694	0.138946253
695	0.1388664337
696	0.1388030317
697	0.1387583055
698	0.138692443
699	0.1386209919
700	0.1385022717
701	0.1383611101
702	0.1382749801
703	0.1381433068
704	0.1380654813
705	0.1379173408
706	0.1378421946
707	0.1377529937
708	0.137685832
709	0.1375201413
710	0.1374527553
711	0.1373240472
712	0.1371909419
713	0.1370916247
714	0.1370337729
715	0.1368650509
716	0.1367868847
717	0.1367385122
718	0.1366913846
719	0.1366078247
720	0.1364641711
721	0.1363566446
722	0.1362993837
723	0.1362111058
724	0.1361546978
725	0.136055193
726	0.1359489466
727	0.1358500702
728	0.1357388205
729	0.135671457
730	0.1355683278
731	0.1354519793
732	0.1352764089
733	0.1351914673
734	0.135057491
735	0.1349416715
736	0.1348531827
737	0.1347834087
738	0.1346940275
739	0.1346116268
740	0.1345374764
741	0.1344664362
742	0.1343342685
743	0.1342275483
744	0.1340947116
745	0.1339637027
746	0.1338147541
747	0.1336964401
748	0.1335583197
749	0.1334683976
750	0.1333865161
751	0.1332641663
752	0.1331742728
753	0.1330695193
754	0.1330082709
755	0.1328821517
756	0.1328069759
757	0.1327127539
758	0.132652423
759	0.132603697
760	0.1324456507
761	0.1323817628
762	0.1322731616
763	0.132212
764	0.1321225946
765	0.1320682861
766	0.1319638252
767	0.1319142729
768	0.1318032916
769	0.1317517095
770	0.1316446261
771	0.1315853511
772	0.1315340902
773	0.1314642576
774	0.13139883
775	0.1312883121
776	0.131212973
777	0.1311524553
778	0.1310036842
779	0.1309403662
780	0.1307969973
781	0.1306814824
782	0.1306133765
783	0.1305638646
784	0.1304139881
785	0.1303838335
786	0.1303006293
787	0.1302219336
788	0.1301293036
789	0.1300602697
790	0.129994586
791	0.1299327957
792	0.1298218755
793	0.1296851514
794	0.1296273064
795	0.1295537214
796	0.1294631987
797	0.1293496931
798	0.1292795277
799	0.1291987591
800	0.129096111
801	0.1290238267
802	0.1289470851
803	0.1288794513
804	0.1287613984
805	0.1286343243
806	0.1285660482
807	0.1285069174
808	0.1284669994
809	0.1283922409
810	0.1282891756
811	0.1281383698
812	0.1280703647
813	0.1280237021
814	0.1279447936
815	0.1279013857
816	0.1278286106
817	0.127738768
818	0.1276873609
819	0.1275796241
820	0.1275159515
821	0.1274379685
822	0.1273687248
823	0.1273207463
824	0.127210315
825	0.1270236714
826	0.1269691255
827	0.1268781764
828	0.1268303776
829	0.1267608886
830	0.1266752248
831	0.1265540664
832	0.1264751858
833	0.1263771015
834	0.126321832
835	0.1262014933
836	0.126082905
837	0.1260246641
838	0.1259572009
839	0.1258289235
840	0.1258049995
841	0.1257221479
842	0.125645424
843	0.1255185791
844	0.1254103739
845	0.1253255031
846	0.1252870249
847	0.1252418764
848	0.1251661837
849	0.1250379067
850	0.1248976684
851	0.1248480453
852	0.124807713
853	0.1246578433
854	0.1245050767
855	0.1243997112
856	0.1243297444
857	0.1242485613
858	0.1242039769
859	0.1241303128
860	0.1240537706
861	0.1239902301
862	0.1239124811
863	0.1238594215
864	0.1238238414
865	0.1237600327
866	0.12368797
867	0.1235820212
868	0.1235059623
869	0.1233929998
870	0.123298727
871	0.1232302922
872	0.1231023399
873	0.1230424584
874	0.1229532191
875	0.1227953701
876	0.122665568
877	0.1226473666
878	0.1226059598
879	0.122434711
880	0.1223916217
881	0.1223158137
882	0.1222190759
883	0.1221614851
884	0.1220467948
885	0.1219824943
886	0.1218701853
887	0.1218183109
888	0.1217307575
889	0.1216598514
890	0.1216112405
891	0.1215780904
892	0.1215550514
893	0.1214797107
894	0.1214281081
895	0.1214008571
896	0.1213392025
897	0.1212704154
898	0.1212493
899	0.1211432338
900	0.1210834298
901	0.1210186426
902	0.1209697868
903	0.1209069048
904	0.120868041
905	0.1208346616
906	0.120777987
907	0.1206239474
908	0.1204823386
909	0.1203945142
910	0.1203315205
911	0.1202860587
912	0.1201735285
913	0.1201018452
914	0.1200345542
915	0.1199756747
916	0.1199035275
917	0.1198898491
918	0.1198046681
919	0.1197314285
920	0.1196473614
921	0.1195824402
922	0.1195102209
923	0.1194575265
924	0.119402787
925	0.1193227245
926	0.11927071
927	0.1192345769
928	0.1191404
929	0.119084476
930	0.1190225834
931	0.1188690804
932	0.1188015243
933	0.1187390018
934	0.1186806709
935	0.1186035649
936	0.1185081705
937	0.1184561503
938	0.118424365
939	0.1183775257
940	0.1183033807
941	0.1181440131
942	0.118010417
943	0.1179297733
944	0.1178694325
945	0.1177409507
946	0.117682945
947	0.1176036166
948	0.1174945992
949	0.1174675452
950	0.1174049276
951	0.1173442811
952	0.1172936226
953	0.1171674663
954	0.11710206
955	0.1170691783
956	0.1170367343
957	0.1169792966
958	0.1169481854
959	0.116870072
960	0.1168281759
961	0.116799764
962	0.1167632858
963	0.1166967442
964	0.116655811
965	0.116625309
966	0.1166058365
967	0.1165430791
968	0.116467524
969	0.1164331202
970	0.1163567426
971	0.1163060478
972	0.1162184124
973	0.1161774303
974	0.1161220353
975	0.1160161824
976	0.1159716991
977	0.1159379455
978	0.1159073887
979	0.1158900722
980	0.1158570052
981	0.1158102507
982	0.1157384569
983	0.1157057067
984	0.1156222074
985	0.1155469924
986	0.1154644162
987	0.1154045142
988	0.1153236323
989	0.1152840362
990	0.1152037077
991	0.1151359609
992	0.1150975876
993	0.1150377337
994	0.1149727596
995	0.1149155764
996	0.114885755
997	0.1148296223
998	0.1147891805
999	0.1147691245
1000	0.114732112
1001	0.1146530186
1002	0.1146044464
1003	0.1145448596
1004	0.1144637687
1005	0.1144025153
1006	0.1143362101
1007	0.1142837304
1008	0.1142154152
1009	0.114124156
1010	0.1140736061
1011	0.1139961734
1012	0.1139064441
1013	0.1138569249
1014	0.1138345995
1015	0.1137885788
1016	0.1137112649
1017	0.1136936001
1018	0.1136425511
1019	0.1135430692
1020	0.1135103232
1021	0.1134680469
1022	0.113379206
1023	0.1133462206
1024	0.1133169417
1025	0.1132977593
1026	0.1132200279
1027	0.1131229256
1028	0.1130561181
1029	0.1129812865
1030	0.1129470549
1031	0.112895462
1032	0.1128288832
1033	0.1127619085
1034	0.1126875137
1035	0.1126009848
1036	0.1125770789
1037	0.1124624086
1038	0.1124023013
1039	0.112370944
1040	0.1123168997
1041	0.1122424876
1042	0.1121916041
1043	0.1121586564
1044	0.1120957079
1045	0.1120712275
1046	0.1120018585
1047	0.1119268798
1048	0.1118879177
1049	0.1118391573
1050	0.1118052489
1051	0.1117873336
1052	0.1117450623
1053	0.1116878689
1054	0.1116331102
1055	0.1115008401
1056	0.1114396633
1057	0.1113402611
1058	0.1112926574
1059	0.1112037404
1060	0.1111633183
1061	0.1111276481
1062	0.1110415195
1063	0.1109967324
1064	0.1109546475
1065	0.1108919948
1066	0.1108405037
1067	0.1107556386
1068	0.1106937846
1069	0.1106504648
1070	0.1105538733
1071	0.1104414842
1072	0.1103997852
1073	0.1103721602
1074	0.1103418614
1075	0.1102946593
1076	0.1102646985
1077	0.1102369058
1078	0.1101614018
1079	0.1101158435
1080	0.1100361768
1081	0.1099504786
1082	0.1098737771
1083	0.1098531146
1084	0.1098309893
1085	0.1097494212
1086	0.1097174471
1087	0.1096901532
1088	0.1096384302
1089	0.1095985027
1090	0.1095743877
1091	0.109511373
1092	0.1094413492
1093	0.1093705345
1094	0.1093116148
1095	0.1092565154
1096	0.1092006337
1097	0.1091443873
1098	0.1090185033
1099	0.1089830449
1100	0.1089539282
1101	0.1089181271
1102	0.1088670684
1103	0.1087645957
1104	0.1086912918
1105	0.108670849
1106	0.1086422601
1107	0.108522983
1108	0.1084592247
1109	0.1084110828
1110	0.1083039031
1111	0.1082141401
1112	0.1081264072
1113	0.1080539386
1114	0.1080124708
1115	0.107985769
1116	0.1079664339
1117	0.1079378497
1118	0.1078871235
1119	0.1078568598
1120	0.1078301437
1121	0.1077669123
1122	0.1076417359
1123	0.1075691132
1124	0.1075268371
1125	0.1074722965
1126	0.1074492672
1127	0.1073592547
1128	0.1072946391
1129	0.1072721574
1130	0.1072430349
1131	0.1071731138
1132	0.1071023488
1133	0.1070169552
1134	0.1069325016
1135	0.1068528347
1136	0.1067874206
1137	0.1067284847
1138	0.1066565642
1139	0.1065966491
1140	0.106565163
1141	0.1065163908
1142	0.1064891565
1143	0.1064705344
1144	0.1064352767
1145	0.1063612856
1146	0.1063162449
1147	0.106248266
1148	0.1061899346
1149	0.1061209821
1150	0.1060911364
1151	0.1059999466
1152	0.1059490243
1153	0.1058973917
1154	0.1058319118
1155	0.105788401
1156	0.1057550816
1157	0.1057035097
1158	0.105687475
1159	0.1056402178
1160	0.10557459
1161	0.1055017864
1162	0.1054788502
1163	0.1054548233
1164	0.1053835244
1165	0.1053387419
1166	0.1053044187
1167	0.1052755848
1168	0.105245291
1169	0.1051797138
1170	0.1051235838
1171	0.1050436352
1172	0.1049992126
1173	0.104955861
1174	0.1049301669
1175	0.1048878102
1176	0.1048563206
1177	0.1048208146
1178	0.1047847278
1179	0.1047311632
1180	0.1046738407
1181	0.1046249736
1182	0.1045586156
1183	0.104481759
1184	0.1044093638
1185	0.1043859002
1186	0.1043406914
1187	0.1043086067
1188	0.1042567509
1189	0.1042291974
1190	0.1041580923
1191	0.1041140493
1192	0.1040436934
1193	0.1040112905
1194	0.1039782153
1195	0.1039486968
1196	0.1038986844
1197	0.1038309346
1198	0.1037855828
1199	0.1037250108
1200	0.1036631534
1201	0.1036360227
1202	0.1035769956
1203	0.1035274234
1204	0.1034882589
1205	0.103433852
1206	0.1034045567
1207	0.1033724177
1208	0.1033137958
1209	0.1032498434
1210	0.1032023418
1211	0.1031695015
1212	0.1031245499
1213	0.103096402
1214	0.1030205915
1215	0.1029800611
1216	0.1029284588
1217	0.1028676784
1218	0.1028476348
1219	0.1027971055
1220	0.1027526378
1221	0.1027332509
1222	0.1026718788
1223	0.1026422919
1224	0.1025810157
1225	0.1025154152
1226	0.1024732068
1227	0.1023855849
1228	0.1022545122
1229	0.1022154678
1230	0.102151847
1231	0.102103596
1232	0.1020672895
1233	0.1020431332
1234	0.1019888455
1235	0.1019283093
1236	0.1019021074
1237	0.1018614904
1238	0.1018372471
1239	0.1017843528
1240	0.1017494442
1241	0.1017261675
1242	0.1016682515
1243	0.1015643734
1244	0.1015302269
1245	0.1014866725
1246	0.1014558001
1247	0.1014073505
1248	0.1013769481
1249	0.1013572057
1250	0.1013181487
1251	0.1012986456
1252	0.1012263883
1253	0.101157918
1254	0.1010687658
1255	0.1010438725
1256	0.1009941364
1257	0.1009143247
1258	0.1008726511
1259	0.1008270785
1260	0.1007855443
1261	0.1007442979
1262	0.1006634396
1263	0.1006382702
1264	0.1006066352
1265	0.1005766516
1266	0.1005501071
1267	0.1005196432
1268	0.1004991222
1269	0.1004620999
1270	0.1004508808
1271	0.1004195814
1272	0.1003952001
1273	0.1003650334
1274	0.1003398035
1275	0.1003192474
1276	0.1002848725
1277	0.1002411832
1278	0.1002017681
1279	0.100148584
1280	0.1001198041
1281	0.1000839282
1282	0.1000573497
1283	0.1000307126
1284	0.09997251317
1285	0.09994623763
1286	0.09992767785
1287	0.0998885177
1288	0.09985006123
1289	0.09983872885
1290	0.09978155118
1291	0.0996915456
1292	0.09966371637
1293	0.09961877354
1294	0.09957550057
1295	0.09950452036
1296	0.09946544217
1297	0.09943543144
1298	0.09940631075
1299	0.09935489645
1300	0.09927055729
1301	0.09919642125
1302	0.09913895208
1303	0.09909508811
1304	0.09901911371
1305	0.0989878511
1306	0.09894529115
1307	0.09890093716
1308	0.09886372061
1309	0.09885010853
1310	0.09882048628
1311	0.09878908641
1312	0.09874411794
1313	0.09871496715
1314	0.0986765156
1315	0.09862741015
1316	0.09857883375
1317	0.09853836058
1318	0.09850423803
1319	0.09848153605
1320	0.09841829097
1321	0.09839316903
1322	0.09834397145
1323	0.09826694145
1324	0.09821191541
1325	0.09815682377
1326	0.09812226326
1327	0.09808478037
1328	0.09801677088
1329	0.09795090812
1330	0.09793946676
1331	0.09788108213
1332	0.09783712846
1333	0.09781720041
1334	0.0977939262
1335	0.09777577941
1336	0.09774949489
1337	0.09772595155
1338	0.09768323606
1339	0.0976590686
1340	0.09763773996
1341	0.09759075683
1342	0.09755235895
1343	0.09751164241
1344	0.09746233313
1345	0.09741006853
1346	0.0973570015
1347	0.09733641465
1348	0.09729376361
1349	0.097207194
1350	0.09713788685
1351	0.09711489595
1352	0.09709501615
1353	0.09707505667
1354	0.09703074286
1355	0.09702162138
1356	0.09699134412
1357	0.09693381797
1358	0.09689027415
1359	0.09686379625
1360	0.09681537652
1361	0.09678467736
1362	0.09677192147
1363	0.09673026764
1364	0.09671023947
1365	0.09666727349
1366	0.09664065096
1367	0.09661589352
1368	0.09659231523
1369	0.09655872852
1370	0.09650854508
1371	0.09649225302
1372	0.09646442135
1373	0.09644486399
1374	0.09638613293
1375	0.09634021727
1376	0.09630814393
1377	0.0962536647
1378	0.09622330131
1379	0.09621028095
1380	0.09615757584
1381	0.09609384606
1382	0.09605381051
1383	0.09602551411
1384	0.09597022098
1385	0.09594492765
1386	0.09591719478
1387	0.09588008289
1388	0.09586398957
1389	0.09578542509
1390	0.09575592353
1391	0.09569159388
1392	0.09565889752
1393	0.09562158658
1394	0.09558352765
1395	0.09555881124
1396	0.09554378521
1397	0.09550779644
1398	0.09545834182
1399	0.09541385961
1400	0.09535113436
1401	0.0953213991
1402	0.09525907175
1403	0.0952303369
1404	0.0951901153
1405	0.09516369553
1406	0.09512181874
1407	0.09507928189
1408	0.09505156711
1409	0.09501361112
1410	0.09495306196
1411	0.09492169815
1412	0.09487801013
1413	0.09485252897
1414	0.09480732318
1415	0.09471344552
1416	0.09470151296
1417	0.09467827851
1418	0.09462791565
1419	0.09459065715
1420	0.09456999047
1421	0.09453255362
1422	0.09448331889
1423	0.09446141813
1424	0.09443069473
1425	0.09437777849
1426	0.09429713109
1427	0.09425943864
1428	0.09415306535
1429	0.09413934485
1430	0.094113644
1431	0.09408829879
1432	0.09405756136
1433	0.09403615899
1434	0.09397132711
1435	0.0939418743
1436	0.09390528273
1437	0.09388747899
1438	0.09386072503
1439	0.09381581699
1440	0.09380687408
1441	0.09375666084
1442	0.09368465503
1443	0.09361591864
1444	0.09356446893
1445	0.09354212356
1446	0.09351807509
1447	0.09349749909
1448	0.09345429317
1449	0.09342552831
1450	0.09339476904
1451	0.09336743108
1452	0.09332235243
1453	0.09327189038
1454	0.09321677308
1455	0.09318589159
1456	0.0931404014
1457	0.09311986163
1458	0.09307964748
1459	0.09304967604
1460	0.09302530831
1461	0.09297119502
1462	0.09294663259
1463	0.09292877816
1464	0.09288967199
1465	0.09285994151
1466	0.09282248356
1467	0.09276853028
1468	0.09274318261
1469	0.09266995225
1470	0.09262286914
1471	0.09259356742
1472	0.09253648284
1473	0.09249763183
1474	0.0924614646
1475	0.09238617994
1476	0.09234661311
1477	0.09231161933
1478	0.09229533363
1479	0.09227406198
1480	0.09225250393
1481	0.09219968961
1482	0.09216245804
1483	0.09211924962
1484	0.09210110335
1485	0.09203667814
1486	0.09199686136
1487	0.09192968956
1488	0.09190025826
1489	0.0918709628
1490	0.09183403495
1491	0.09178746839
1492	0.091746717
1493	0.09170466381
1494	0.09165020153
1495	0.09163059002
1496	0.09160583715
1497	0.09158384299
1498	0.09153500426
1499	0.09149001514
